Field.Notebook,Image,ID,Field.Number,Species,Genus,Species.Name,Sub.Species,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
267,22,120555,CD 5033,P.j.metcalfi,Plethodon,jordani,metcalfi,juvenile,19.5,33.0,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5034,P.j.metcalfi,Plethodon,jordani,metcalfi,,31.0,59.5,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5036,P.j.metcalfi,Plethodon,jordani,metcalfi,male,41.0,79.0,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5035,P.j.metcalfi,Plethodon,jordani,metcalfi,male,42.0,80.0,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5037,P.j.metcalfi,Plethodon,jordani,metcalfi,male,45.0,88.5,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5039,P.j.metcalfi,Plethodon,jordani,metcalfi,female,65.5,135.0,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,22,120555,CD 5038,P.j.metcalfi,Plethodon,jordani,metcalfi,female,68.5,137.5,,Terrestrial ,direct,,,7/1/57,July,10:0012:00pm,5375,5375 ±25,100ft North of State Police Radio relay station,7/3/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,16,120593,CD 5006,D.fuscus,Desmognathus,fuscus,,female,33.5,68.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5009,D.fuscus,Desmognathus,fuscus,,female,34.0,63.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5004,D.fuscus,Desmognathus,fuscus,,male,37.0,72.0,0,Semi,biphasic ,14.5,stream,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,CD50045012 all collected under rocks in spring water temp 10C,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5007,D.fuscus,Desmognathus,fuscus,,female,44.0,87.5,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5010,D.fuscus,Desmognathus,fuscus,,female,44.5,80.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5008,D.fuscus,Desmognathus,fuscus,,male,45.5,89.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5012,D.fuscus,Desmognathus,fuscus,,female,46.5,87.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5011,D.fuscus,Desmognathus,fuscus,,female,47.5,87.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120593,CD 5005,D.fuscus,Desmognathus,fuscus,,female,52.0,88.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120593,CD 5013,D.fuscus,Desmognathus,fuscus,,female,52.0,95.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120593,CD 5014,D.fuscus,Desmognathus,fuscus,,male,59.0,110.0,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120593,CD 5015,D.fuscus,Desmognathus,fuscus,,male,62.5,115.5,,Semi,biphasic ,14.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5032,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,23.0,43.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road; CD 50015032 were collected in association with gyronophilus which will be preserved later. The spring in this area flows through a sprice forest and has a muddy bottom,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5031,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,27.5,53.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5030,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,29.0,53.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5029,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,31.5,59.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5028,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,32.0,59.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5026,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,33.5,64.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5024,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,37.5,72.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5027,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,42.0,80.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,20,120619,CD 5025,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,42.5,71.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,CD 50255032 all collected in stream under small rocks. Water temp 10C,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5016,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,43.5,82.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5022,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,44.0,79.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5021,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,45.0,93.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5018,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,45.5,82.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5023,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,45.5,88.5,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5019,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,46.0,81.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5020,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,47.5,84.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,18,120619,CD 5017,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,50.5,102.0,,Terrestrial ,biphasic ,10.5,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120582,CD 5001,D.wrighti,Desmognathus,wrighti,,male,27.0,44.0,10,Terrestrial ,direct,0,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,CD50015003 collected within 10 ft of open water under small rock in very wet soil,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120582,CD 5003,D.wrighti,Desmognathus,wrighti,,male,27.5,,,Terrestrial ,direct,0,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,16,120582,CD 5002,D.wrighti,Desmognathus,wrighti,,male,29.5,47.0,,Terrestrial ,direct,0,,7/2/57,July,3:005:00pm,5400,5400 ±25,small spring 1/4 mile north east of the toll road,,,"Whitetop Mt., Grayson Co., VA SE facing slope "
267,26,,CD 5044,G.porphyriticus,Gyrinophilus,bislineata,wilderae,larva,40.0,60.5,0,Semi,biphasic ,,stream,7/2/57,July,3:005:30pm,5400,5400 ±25, in small spring 1/4 mile north east of the toll road,7/4/57,larva; sex ?,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,26,,CD 5042,G.porphyriticus,Gyrinophilus,bislineata,wilderae,larva,50.5,90.5,,Semi,biphasic ,,,7/2/57,July,3:005:30pm,5400,5400 ±25, in small spring 1/4 mile north east of the toll road,7/4/57,,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,26,,CD 5043,G.porphyriticus,Gyrinophilus,bislineata,wilderae,larva,53.0,89.5,,Semi,biphasic ,,,7/2/57,July,3:005:30pm,5400,5400 ±25, in small spring 1/4 mile north east of the toll road,7/4/57,,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,24,,CD 5041,G.porphyriticus,Gyrinophilus,bislineata,wilderae,female,61.0,101.5,,Semi,biphasic ,,,7/2/57,July,3:005:30pm,5400,5400 ±25,in small spring 1/4 mile north east of the toll road,7/3/57,"young adult, collected under small rock in stream bank ","Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,28,120578,CD 5046,G.porphyriticus,Gyrinophilus,bislineata,wilderae,larva,62.5,110.0,,Semi,biphasic ,,,7/2/57,July,11:30pm,5400,5400 ±25, in small spring 1/4 mile northeast of the toll road,7/4/57,,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,28,120578,CD 5045,G.porphyriticus,Gyrinophilus,bislineata,wilderae,female,95.0,162.0,,Semi,biphasic ,,,7/2/57,July,11:30pm,5400,5400 ±25, in small spring 1/4 mile northeast of the toll road; CD 5045 and 5046 both in the stream in pools away from cover,7/4/57,,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,24,,CD 5040,G.porphyriticus,Gyrinophilus,bislineata,wilderae,female,106.5,162.0,1.0,Semi,biphasic ,,stream bank,7/2/57,July,3:005:30pm,5400,5400 ±25,in small spring 1/4 mile north east of the toll road,7/3/57,adult; under rock in streambank,"Whitetop Mt., Grayson Co., VA, Southeast facing slope"
267,32,120624,CD 5054,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,juvenile,18.5,30.5,,Terrestrial ,biphasic ,10.5,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,CD 50545064 collected in or under rotten spruce logs in a spruce forest,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,120624,CD 5055,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,25.5,45.5,,Terrestrial ,biphasic ,10.5,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,38,120624,CD 5092,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,31.5,60.5,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,32,120624,CD 5056,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,36.5,,,Terrestrial ,biphasic ,10.5,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,38,120624,CD 5090,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,39.5,83.5,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,38,120624,CD 5093,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,40.5,81.5,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,38,120624,CD 5091,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,43.0,90.0,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,32,120624,CD 5057,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,43.5,,,Terrestrial ,biphasic ,10.5,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,38,120624,CD 5089,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,47.0,94.0,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,38,120624,CD 5088,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,47.5,,,Terrestrial ,biphasic ,10.5,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,30,120589,CD 5050,D.wrighti,Desmognathus,wrighti,,female,14.0,41.0,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,30,120589,CD 5047,D.wrighti,Desmognathus,wrighti,,juvenile,15.0,24.0,0,Terrestrial ,direct,0,stream,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,inside rotten spruce log,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,30,120589,CD 5048,D.wrighti,Desmognathus,wrighti,,juvenile,15.5,24.0,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,same log as above,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,36,120582,CD 5084,D.wrighti,Desmognathus,wrighti,,male,22.5,37.5,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,30,120589,CD 5053,D.wrighti,Desmognathus,wrighti,,male,25.5,46.0,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,CD 50475053 were all collected in spruce forest inside of or under spruce logs,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,36,120582,CD 5083,D.wrighti,Desmognathus,wrighti,,male,25.5,40.0,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,30,120589,CD 5052,D.wrighti,Desmognathus,wrighti,,female,26.0,44.0,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,36,120582,CD 5081,D.wrighti,Desmognathus,wrighti,,female,27.0,44.5,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,30,120589,CD 5051,D.wrighti,Desmognathus,wrighti,,female,28.5,50.5,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,38,120589,CD 5086,D.wrighti,Desmognathus,wrighti,,female,28.5,46.0,,Terrestrial ,direct,0,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,36,120582,CD 5076,D.wrighti,Desmognathus,wrighti,,male,28.5,47.5,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,30,120589,CD 5049,D.wrighti,Desmognathus,wrighti,,female,29.0,47.5,,Terrestrial ,direct,0,,7/3/57,July,2:004pm,5225,5225 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,38,120589,CD 5085,D.wrighti,Desmognathus,wrighti,,male,29.0,50.5,,Terrestrial ,direct,0,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,CD 50585093 were all collected in a small stream (spring) under small rocks. Water temp 11C. This is an unusaul habitat for D.wrighti,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,36,120582,CD 5082,D.wrighti,Desmognathus,wrighti,,female,29.0,50.0,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,36,120582,CD 5079,D.wrighti,Desmognathus,wrighti,,male,29.0,49.0,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,36,120582,CD 5080,D.wrighti,Desmognathus,wrighti,,male,29.0,51.5,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,36,120582,CD 5078,D.wrighti,Desmognathus,wrighti,,female,31.0,49.0,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,36,120582,CD 5075,D.wrighti,Desmognathus,wrighti,,male,31.0,50.5,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,38,120589,CD 5087,D.wrighti,Desmognathus,wrighti,,male,31.5,47.5,,Terrestrial ,direct,0,,7/3/57,July,6:006:45pm,5225,5250 ±25,,7/4/57,,"Whitetop Mt., Smyth Co., VA, Northwest facing slope"
267,36,120582,CD 5077,D.wrighti,Desmognathus,wrighti,,male,31.5,54.0,,Terrestrial ,direct,0,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,32,12055,CD 5060,P.j.metcalfi,Plethodon,jordani,metcalfi,male,47.0,99.0,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,12055,CD 5059,P.j.metcalfi,Plethodon,jordani,metcalfi,female,52.0,104.0,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,12055,CD 5062,P.j.metcalfi,Plethodon,jordani,metcalfi,male,53.0,110.5,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,12055,CD 5061,P.j.metcalfi,Plethodon,jordani,metcalfi,male,55.5,112.0,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,12055,CD 5063,P.j.metcalfi,Plethodon,jordani,metcalfi,male,59.0,,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,36,120564,CD 5074,P.j.metcalfi,Plethodon,jordani,metcalfi,female,60.0,120.5,,Terrestrial ,direct,,,7/3/57,July,3:455:30pm,5325,5325 ±25,1/2 mile Northeast of toll road ,7/4/57,CD 50745054 all collected under fragmetntes of spruce bark or inside of rotten spruce logs in spruce forest,"Whitetop Mt., Smyth Co., VA, Southeast facing slope"
267,32,12055,CD 5064,P.j.metcalfi,Plethodon,jordani,metcalfi,female,68.0,129.0,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,32,120547,CD 5058,P.welleri,Plethodon,welleri,,male,39.5,70.0,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,in a very rotten spruce log,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,48,120594,CD 5137,D.fuscus,Desmognathus,fuscus,,male,29.0,53.5,,Semi,biphasic ,14.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,120594,CD 5135,D.fuscus,Desmognathus,fuscus,,male,42.5,81.5,,Semi,biphasic ,14.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,48,120594,CD 5136,D.fuscus,Desmognathus,fuscus,,female,45.0,89.0,,Semi,biphasic ,14.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,120594,CD 5134,D.fuscus,Desmognathus,fuscus,,male,55.5,95.0,,Semi,biphasic ,14.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,42,120624,CD 5106,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,21.5,38.5,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,42,120624,CD 5107,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,juvenile,22.5,41.5,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,50,120610,CD 5147,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,23.0,42.0,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,50,120610,CD 5148,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,24.0,42.0,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,48,120610,CD 5146,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,28.0,50.5,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5127,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,28.5,50.0,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5133,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,30.0,,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5129,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,31.0,52.5,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5125,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,33.0,,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5132,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,33.0,,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,44,,CD 5120,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,33.5,62.0,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,46,,CD 5130,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,35.5,,,Terrestrial ,biphasic ,10.5,,7/5/57,July,11:00pm,5425,5425,1000ft north of end of toll road,,,"Whitetop Mt., Smyth Co., VA, North facing slope"
