Field.Notebook,Image,ID,Field.Number,Species,Genus,Species.Name,Sub.Species,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
269,6,120801,CD 11361,D.fuscus,Desmognathus,fuscus,,juvenile,25,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11360,D.fuscus,Desmognathus,fuscus,,female,25.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11355,D.fuscus,Desmognathus,fuscus,,juvenile,25.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11358,D.fuscus,Desmognathus,fuscus,,juvenile,26,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120801,CD 11365,D.fuscus,Desmognathus,fuscus,,female,26.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11364,D.fuscus,Desmognathus,fuscus,,female,27,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120801,CD 11366,D.fuscus,Desmognathus,fuscus,,male,27,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11356,D.fuscus,Desmognathus,fuscus,,female,34.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11357,D.fuscus,Desmognathus,fuscus,,female,35,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11359,D.fuscus,Desmognathus,fuscus,,female,35.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11354,D.fuscus,Desmognathus,fuscus,,female,38,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11342,D.fuscus,Desmognathus,fuscus,,female,39.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11348,D.fuscus,Desmognathus,fuscus,,female,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11349,D.fuscus,Desmognathus,fuscus,,male,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11353,D.fuscus,Desmognathus,fuscus,,male,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11344,D.fuscus,Desmognathus,fuscus,,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11345,D.fuscus,Desmognathus,fuscus,,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11347,D.fuscus,Desmognathus,fuscus,,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11341,D.fuscus,Desmognathus,fuscus,,male,43,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11351,D.fuscus,Desmognathus,fuscus,,female,43.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11346,D.fuscus,Desmognathus,fuscus,,male,44.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11343,D.fuscus,Desmognathus,fuscus,,male,46,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11352,D.fuscus,Desmognathus,fuscus,,male,46.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11350,D.fuscus,Desmognathus,fuscus,,male,54.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,120801,CD 11340,D.fuscus,Desmognathus,fuscus,,male,55,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11304,D.monticola,Desmognathus,monticola,,juvenile,22,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11305,D.monticola,Desmognathus,monticola,,juvenile,22.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11320,D.monticola,Desmognathus,monticola,,juvenile,24,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11301,D.monticola,Desmognathus,monticola,,juvenile,24.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11309,D.monticola,Desmognathus,monticola,,juvenile,24.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11302,D.monticola,Desmognathus,monticola,,juvenile,25,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11306,D.monticola,Desmognathus,monticola,,juvenile,25,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11319,D.monticola,Desmognathus,monticola,,male,25.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11300,D.monticola,Desmognathus,monticola,,juvenile,25.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11307,D.monticola,Desmognathus,monticola,,juvenile,25.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11308,D.monticola,Desmognathus,monticola,,female,26.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11303,D.monticola,Desmognathus,monticola,,juvenile,28,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11339,D.monticola,Desmognathus,monticola,,female,34.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11325,D.monticola,Desmognathus,monticola,,male,35.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11328,D.monticola,Desmognathus,monticola,,female,37,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11312,D.monticola,Desmognathus,monticola,,female,37.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11331,D.monticola,Desmognathus,monticola,,female,37.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11310,D.monticola,Desmognathus,monticola,,female,38.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11313,D.monticola,Desmognathus,monticola,,female,38.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11315,D.monticola,Desmognathus,monticola,,female,39.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11321,D.monticola,Desmognathus,monticola,,male,40,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11332,D.monticola,Desmognathus,monticola,,male,42.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11324,D.monticola,Desmognathus,monticola,,female,43.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11334,D.monticola,Desmognathus,monticola,,female,47,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11311,D.monticola,Desmognathus,monticola,,female,49.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11322,D.monticola,Desmognathus,monticola,,male,49.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11318,D.monticola,Desmognathus,monticola,,female,50,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11323,D.monticola,Desmognathus,monticola,,female,50,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11336,D.monticola,Desmognathus,monticola,,female,52,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11330,D.monticola,Desmognathus,monticola,,male,55,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11337,D.monticola,Desmognathus,monticola,,juvenile,57,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11329,D.monticola,Desmognathus,monticola,,female,58,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11327,D.monticola,Desmognathus,monticola,,female,59,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11333,D.monticola,Desmognathus,monticola,,male,59.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11335,D.monticola,Desmognathus,monticola,,male,60,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120740,CD 11326,D.monticola,Desmognathus,monticola,,female,61,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,120801,CD 11338,D.monticola,Desmognathus,monticola,,male,63,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11317,D.monticola,Desmognathus,monticola,,male,65.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11316,D.monticola,Desmognathus,monticola,,male,67.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120740,CD 11314,D.monticola,Desmognathus,monticola,,male,72.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11387,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,juvenile,23,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11386,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,26,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11385,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,26.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11384,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,29,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11383,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,31.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11381,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,34,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11382,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,34.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11374,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,35,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11376,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,38.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11378,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,38.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11380,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,39,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11379,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,39.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,8,120833,CD 11390,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,40,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,8,120833,CD 11388,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,40.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11369,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,41,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11375,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,41,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11377,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,43.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11370,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,46,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11371,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,46,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11372,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,47.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11367,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,49,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11373,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,49,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,120776,CD 11368,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,49.5,,,Terrestrial ,biphasic ,10.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120652,CD 11282,P.c.cinereus,Plethodon,cinereus,cinereus,male,43,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11280,P.glutinosus,Plethodon,glutinosis,,female,41,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11279,P.glutinosus,Plethodon,glutinosis,,male,45,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11273,P.glutinosus,Plethodon,glutinosis,,male,51,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11278,P.glutinosus,Plethodon,glutinosis,,female,53,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11275,P.glutinosus,Plethodon,glutinosis,,male,57.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11277,P.glutinosus,Plethodon,glutinosis,,male,58.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11274,P.glutinosus,Plethodon,glutinosis,,male,62,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11276,P.glutinosus,Plethodon,glutinosis,,male,67,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11272,P.glutinosus,Plethodon,glutinosis,,female,82,171,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120672,CD 11271,P.glutinosus,Plethodon,glutinosis,,female,87,181,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11285,P.j.metcalfi,Plethodon,jordani,metcalfi,juvenile,25,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11286,P.j.metcalfi,Plethodon,jordani,metcalfi,juvenile,26,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11287,P.j.metcalfi,Plethodon,jordani,metcalfi,juvenile,27.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11288,P.j.metcalfi,Plethodon,jordani,metcalfi,male,34.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11290,P.j.metcalfi,Plethodon,jordani,metcalfi,female,37,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11289,P.j.metcalfi,Plethodon,jordani,metcalfi,male,40,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11292,P.j.metcalfi,Plethodon,jordani,metcalfi,female,41,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11291,P.j.metcalfi,Plethodon,jordani,metcalfi,female,44.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11298,P.j.metcalfi,Plethodon,jordani,metcalfi,male,47,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11296,P.j.metcalfi,Plethodon,jordani,metcalfi,female,49,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11295,P.j.metcalfi,Plethodon,jordani,metcalfi,female,55,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11294,P.j.metcalfi,Plethodon,jordani,metcalfi,female,57,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11297,P.j.metcalfi,Plethodon,jordani,metcalfi,male,57,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,120680,CD 11299,P.j.metcalfi,Plethodon,jordani,metcalfi,female,61,,,Terrestrial ,direct,,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120680,CD 11293,P.j.metcalfi,Plethodon,jordani,metcalfi,female,62,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120652,CD 11284,P.richmondi,Plethodon,richmondi,,male,25.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120652,CD 11281,P.richmondi,Plethodon,richmondi,,female,40.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,3,120652,CD 11283,P.richmondi,Plethodon,richmondi,,male,51.5,,,Terrestrial ,direct,,,8/14/58,August,,4100,4100,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,11,120775,CD 11425,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,26.5,,,Terrestrial ,biphasic ,10.5,woods,8/16/58,August,,4650,46004700,,,woods,"South Side of Mt. Rogers, Grayson Co., VA (Helton Creek)"
269,9,120796,CD 11411,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,29.5,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,9,120796,CD 11410,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,30,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,9,120796,CD 11413,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,33,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,10,120796,CD 11417,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,33.5,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,9,120796,CD 11412,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,36,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,10,120796,CD 11416,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,38.5,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,10,120796,CD 11414,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,39,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,10,120796,CD 11420,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,39,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
269,10,120796,CD 11421,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,39.5,,,Terrestrial ,biphasic ,10.5,,8/16/58,August,,5550,54005700,,,,"South Side of Mt. Rogers, Grayson Co., VA "
